day,moviecode,moviename,starttime,finishtime,screen,seat,A,B,C,D,E,F,G,H,I,J
20191026,AB,movie2,1150,1340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191026,AB,movie2,1410,1600,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191026,AB,movie2,1630,1820,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191026,AB,movie2,1850,2040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191026,AB,movie2,2110,2300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191026,AB,movie2,2330,0120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,0150,0340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,0410,0600,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,0630,0820,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,0850,1040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,1110,1300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,1330,1520,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,1550,1740,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,1810,2000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,2030,2220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191027,AB,movie2,2250,0040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,0110,0300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,0330,0520,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,0550,0740,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,0810,1000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,1030,1220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,1250,1440,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,1510,1700,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,1730,1920,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,1950,2140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191028,AB,movie2,2210,0000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,0030,0220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,0250,0440,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,0510,0700,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,0730,0920,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,0950,1140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,1210,1400,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,1430,1620,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,1650,1840,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,1910,2100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,2130,2320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191029,AB,movie2,2350,0140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,0210,0400,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,0430,0620,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,0650,0840,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,0910,1100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,1130,1320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,1350,1540,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,1610,1800,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,1830,2020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,2050,2240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191030,AB,movie2,2310,0100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,0130,0320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,0350,0540,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,0610,0800,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,0830,1020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,1050,1240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,1310,1500,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,1530,1720,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,1750,1940,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,2010,2200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191031,AB,movie2,2230,0020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,0050,0240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,0310,0500,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,0530,0720,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,0750,0940,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,1010,1200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,1230,1420,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,1450,1640,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,1710,1900,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,1930,2120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191101,AB,movie2,2150,2340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,0010,0200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,0230,0420,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,0450,0640,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,0710,0900,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,0930,1120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,1150,1340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,1410,1600,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,1630,1820,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,1850,2040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,2110,2300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191102,AB,movie2,2330,0120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,0150,0340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,0410,0600,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,0630,0820,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,0850,1040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,1110,1300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,1330,1520,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,1550,1740,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,1810,2000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,2030,2220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191103,AB,movie2,2250,0040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,0110,0300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,0330,0520,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,0550,0740,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,0810,1000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,1030,1220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,1250,1440,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,1510,1700,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,1730,1920,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,1950,2140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191104,AB,movie2,2210,0000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,0030,0220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,0250,0440,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,0510,0700,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,0730,0920,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,0950,1140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,1210,1400,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,1430,1620,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,1650,1840,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,1910,2100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,2130,2320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191105,AB,movie2,2350,0140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,0210,0400,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,0430,0620,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,0650,0840,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,0910,1100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,1130,1320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,1350,1540,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,1610,1800,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,1830,2020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,2050,2240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191106,AB,movie2,2310,0100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,0130,0320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,0350,0540,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,0610,0800,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,0830,1020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,1050,1240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,1310,1500,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,1530,1720,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,1750,1940,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,2010,2200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191107,AB,movie2,2230,0020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,0050,0240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,0310,0500,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,0530,0720,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,0750,0940,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,1010,1200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,1230,1420,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,1450,1640,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,1710,1900,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,1930,2120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191108,AB,movie2,2150,2340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,0010,0200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,0230,0420,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,0450,0640,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,0710,0900,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,0930,1120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,1150,1340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,1410,1600,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,1630,1820,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,1850,2040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,2110,2300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191109,AB,movie2,2330,0120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,0150,0340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,0410,0600,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,0630,0820,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,0850,1040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,1110,1300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,1330,1520,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,1550,1740,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,1810,2000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,2030,2220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191110,AB,movie2,2250,0040,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,0110,0300,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,0330,0520,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,0550,0740,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,0810,1000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,1030,1220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,1250,1440,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,1510,1700,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,1730,1920,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,1950,2140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191111,AB,movie2,2210,0000,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,0030,0220,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,0250,0440,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,0510,0700,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,0730,0920,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,0950,1140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,1210,1400,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,1430,1620,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,1650,1840,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,1910,2100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,2130,2320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191112,AB,movie2,2350,0140,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,0210,0400,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,0430,0620,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,0650,0840,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,0910,1100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,1130,1320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,1350,1540,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,1610,1800,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,1830,2020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,2050,2240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191113,AB,movie2,2310,0100,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,0130,0320,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,0350,0540,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,0610,0800,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,0830,1020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,1050,1240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,1310,1500,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,1530,1720,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,1750,1940,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,2010,2200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191114,AB,movie2,2230,0020,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,0050,0240,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,0310,0500,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,0530,0720,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,0750,0940,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,1010,1200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,1230,1420,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,1450,1640,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,1710,1900,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,1930,2120,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191115,AB,movie2,2150,2340,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AB,movie2,0010,0200,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AB,movie2,0230,0420,screen2,8x8,000000000,000000000,111100000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
20191116,AB,movie2,0450,0640,screen2,8x8,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000,000000000
